2.217703356,2.217703356
5.32743555,3.109732194
8.378381403,3.050945853
11.35644971,2.978068302
13.59283178,2.236382071
15.25804031,1.665208533
16.52400235,1.26596204
17.56214189,1.038139541
19.5753118,2.013169911
21.3539101,1.778598301
24.46127295,3.107362846
26.32752672,1.866253771
27.95831817,1.630791451
31.44619462,3.487876453
32.68115132,1.234956695
34.85336709,2.172215766
36.16485113,1.311484047
39.77260574,3.607754607
40.846253,1.073647259
44.26873894,3.422485943
47.04365601,2.774917073
50.12815923,3.084503214
52.07575003,1.947590802
54.76767054,2.691920514
57.16761019,2.399939645
59.42051711,2.252906916
61.27951832,1.859001216
64.62393271,3.344414389
65.36389781,0.739965099
67.14589519,1.781997384
67.99789,0.851994807
70.85538406,2.857494063
71.88854331,1.033159247
72.74716302,0.858619713
73.92595247,1.178789442
74.86424166,0.938289198
76.0160825,1.151840838
77.66402734,1.647944838
81.43529466,3.771267322
83.32923637,1.893941705
85.50246924,2.173232871
88.58197235,3.079503108
89.43954646,0.857574114
92.56763844,3.128091984
95.05707914,2.489440697
96.10381622,1.046737083
97.44977659,1.34596037
99.94349293,2.493716337
102.0810657,2.137572759
103.3925129,1.311447254
103.9620791,0.569566189
106.2384643,2.276385179
110.6517022,4.413237912
112.8427109,2.191008699
115.018543,2.175832028
118.2572204,3.238677461
120.5208124,2.263591961
122.0521279,1.531315555
123.8651282,1.813000292
126.0201181,2.15498991
127.2867412,1.266623082
129.54641,2.259668837
131.0191197,1.472709692
133.5989915,2.57987178
136.7134193,3.114427762
139.0393415,2.325922265
139.7971424,0.757800851
141.8967013,2.099558898
144.6639522,2.767250909
147.8101257,3.146173484
151.7695373,3.95941165
153.6886018,1.91906447
155.1852684,1.496666549
157.0178384,1.832570032
157.682055,0.664216611
159.2197389,1.537683943
162.4582426,3.238503677
163.7756336,1.317390992
165.5241862,1.748552542
167.8283976,2.304211489
170.7847551,2.956357488
173.9000086,3.115253496
174.7711474,0.871138798
177.0209057,2.249758266
180.0671775,3.046271849
181.8870999,1.819922366
185.0595797,3.172479832
188.0527265,2.993146771
188.7603496,0.70762304
190.5890043,1.828654752
190.9331331,0.344128813
193.9905708,3.057437668
196.1748452,2.184274456
199.2771424,3.102297123
200.3745644,1.097422013
201.8293339,1.454769566
203.9531843,2.123850344
204.6549345,0.701750179
206.4947113,1.839776801
207.1363021,0.64159081
